# ----------------------------------------
# E-commerce purchases: Item name
# Account: Twin Birds UA
# Property: Twin Birds GA4
# ----------------------------------------
# 
# All Users
# Start date: 20251101
# End date: 20260505
Item name,Items viewed,Items added to cart,Items purchased,Item revenue
Sleek Spaghetti Cami With Adjuster - White - XL / White - XL / White,0,1,0,0
Sleeveless Ribbed Tee - Baby Blue - L / Baby Blue - L / Baby Blue,0,0,1,399.000007
Sleeveless Ribbed Tee - Black - 2XL / Black,0,3,0,0
Sleeveless Ribbed Tee - Black - 2XL / Black - 2XL / Black,0,0,1,399.000022
Sleeveless Ribbed Tee - Black - S / Black,0,1,0,0
Sleeveless Ribbed Tee - Pale Pink - XL / Pale Pink - XL / Pale Pink,0,0,2,798.000011
Sleeveless Ribbed Tee - White - L / White - L / White,0,0,1,398.999983
Sleeveless Ribbed Tee - White - M / White - M / White,0,0,1,398.999981
Sleeveless Ribbed Tee - White - XL / White - XL / White,0,0,1,398.999998
Sleeveless Ribbed Tee - White - XS / White - XS / White,0,0,1,399.000006
Slim Fit Signature Tee - Carbon Black - L / Carbon Black - L / Carbon Black,0,0,1,398.999959
Slim Fit Signature Tee - Carbon Black - S / Carbon Black - S / Carbon Black,0,0,1,399.000002
Slim Fit Signature Tee - Carbon Black - XL / Carbon Black - XL / Carbon Black,0,0,1,398.999962
Slim Fit Signature Tee - Pearl White - 2XL / Pearl White - 2XL / Pearl White,0,0,1,399.000022
Slim Fit Signature Tee - Pearl White - L / Pearl White - L / Pearl White,0,0,1,398.999959
Slim Fit Signature Tee - Pearl White - M / Pearl White - M / Pearl White,0,0,7,2792.99992
Slim Fit Signature Tee - Pearl White - S / Pearl White - S / Pearl White,0,0,1,399.000045
Sloth Printed Co-ord Pants Set-Claret - L / Claret - L / Claret,0,0,3,2996.999962
Sloth Printed Co-ord Pants Set-Claret - S / Claret - S / Claret,0,0,1,998.999992
Sloth Printed Co-ord Pants Set-Claret - XL / Claret - XL / Claret,0,0,1,998.999992
Snow Flake printed Night Pants - Pageant Blue - 2XL / Pageant Blue - 2XL / Pageant Blue,0,1,9,5391.000202
Snow Flake printed Night Pants - Pageant Blue - L / Pageant Blue - L / Pageant Blue,0,0,7,4192.999902
Snow Flake printed Night Pants - Pageant Blue - M / Pageant Blue - M / Pageant Blue,0,2,2,1198.000042
Snow Flake printed Night Pants - Pageant Blue - S / Pageant Blue - S / Pageant Blue,0,0,2,1198.000064
Snow Flake printed Night Pants - Pageant Blue - XL / Pageant Blue - XL / Pageant Blue,0,0,8,4792.000159
Solid Cotton Knitted Dress - Burgundy - 2XL / La Burgundy - 2XL / La Burgundy,0,0,9,8091.000052
Solid Cotton Knitted Dress - Burgundy - L / La Burgundy - L / La Burgundy,0,0,5,4495.000056
Solid Cotton Knitted Dress - Burgundy - M / La Burgundy - M / La Burgundy,0,0,3,2696.999975
Solid Cotton Knitted Dress - Burgundy - S / La Burgundy - S / La Burgundy,0,0,2,1797.999998
Solid Cotton Knitted Dress - Burgundy - XL / La Burgundy - XL / La Burgundy,0,0,5,4495.000063
Solid Cotton Knitted Dress - Carbon Black - 2XL / Carbon Black - 2XL / Carbon Black,0,0,1,898.999986
Solid Cotton Knitted Dress - Carbon Black - M / Carbon Black - M / Carbon Black,0,3,2,1797.999994
Solid Cotton Knitted Dress - Carbon Black - S / Carbon Black - S / Carbon Black,0,0,1,898.999992
Solid Cotton Knitted Dress - Carbon Black - XL / Carbon Black - XL / Carbon Black,0,0,6,5393.99996
Solid Cotton Knitted Dress - Grape Vine - 2XL / Grape Vine - 2XL / Grape Vine,0,0,12,10788.000002
Solid Cotton Knitted Dress - Grape Vine - L / Grape Vine - L / Grape Vine,0,0,2,1798.000029
Solid Cotton Knitted Dress - Grape Vine - M / Grape Vine - M / Grape Vine,0,0,2,1797.99997
Solid Cotton Knitted Dress - Grape Vine - XL / Grape Vine - XL / Grape Vine,0,0,2,1798.000065
Solid Cotton Knitted Dress - Pink Paradise - 2XL / Pink Paradise - 2XL / Pink Paradise,0,0,4,3596.000038
Solid Cotton Knitted Dress - Pink Paradise - L / Pink Paradise - L / Pink Paradise,0,0,1,898.999959
Solid Cotton Knitted Dress - Pink Paradise - S / Pink Paradise - S / Pink Paradise,0,0,1,898.999976
Solid Cotton Knitted Dress - Pink Paradise - XL / Pink Paradise - XL / Pink Paradise,0,0,2,1797.999997
Solid Cotton Straight Pant - Black - 2XL / Black - 2XL / Black,0,1,2,1998.000023
Solid Cotton Straight Pant - Black - L / Black - L / Black,0,0,4,3996.00004
Solid Cotton Straight Pant - Black - M / Black - M / Black,0,0,2,1998.000054
Solid Cotton Straight Pant - Black - XL / Black - XL / Black,0,0,2,1998.000013
Solid Cotton Straight Pant - Cream De La Creme - 2XL / Creme De La Creme - 2XL / Creme De La Creme,0,1,4,3996.000036
Solid Cotton Straight Pant - Cream De La Creme - L / Creme De La Creme - L / Creme De La Creme,0,0,3,2997.000058
Solid Cotton Straight Pant - Cream De La Creme - M / Creme De La Creme - M / Creme De La Creme,0,0,6,5994.00003
Solid Cotton Straight Pant - Cream De La Creme - S / Creme De La Creme - S / Creme De La Creme,0,0,2,1997.999962
Solid Cotton Straight Pant - Cream De La Creme - XL / Creme De La Creme - XL / Creme De La Creme,0,0,1,998.999967
Solid Cotton Straight Pant - Navy - 2XL / Navy - 2XL / Navy,0,1,1,998.999999
Solid Cotton Straight Pant - Navy - L / Navy - L / Navy,0,0,2,1997.999978
Solid Cotton Straight Pant - Navy - S / Navy - S / Navy,0,0,1,998.999967
Solid Cotton Straight Pant - Sugar Cookie - 2XL / Sugar Cookie - 2XL / Sugar Cookie,0,2,3,2997.000031
Solid Cotton Straight Pant - Sugar Cookie - L / Sugar Cookie - L / Sugar Cookie,0,0,2,1997.999986
Solid Cotton Straight Pant - Sugar Cookie - M / Sugar Cookie - M / Sugar Cookie,0,0,1,999.000016
Solid Cotton Straight Pant - Sugar Cookie - XL / Sugar Cookie - XL / Sugar Cookie,0,0,5,4995.000149
Solid Knitted Palazzo Pants - Carbon Black - 2XL / Carbon Black,0,1,0,0
Solid Knitted Palazzo Pants - Mocha Bean - 2XL / Mocha Bean - 2XL / Mocha Bean,0,0,11,6589.000016
Solid Knitted Palazzo Pants - Mocha Bean - M / Mocha Bean - M / Mocha Bean,0,0,3,1797.00005
Solid Knitted Palazzo Pants - Mocha Bean - S / Mocha Bean - S / Mocha Bean,0,1,5,2994.999978
Solid Knitted Palazzo Pants - Mocha Bean - XL / Mocha Bean - XL / Mocha Bean,0,8,11,6588.999949
Solid Night Pant - Black - 2XL / Black - 2XL / Black,0,2,34,16966.000019
Solid Night Pant - Black - L / Black - L / Black,0,1,15,7485.00011
Solid Night Pant - Black - M / Black - M / Black,0,0,10,4990.000007
Solid Night Pant - Black - S / Black - S / Black,0,0,5,2494.999995
Solid Night Pant - Black - XL / Black - XL / Black,0,0,19,9480.999925
Solid Night Pant - Charcoal Grey - 2XL / Charcoal Grey - 2XL / Charcoal Grey,0,1,15,7485.000013
Solid Night Pant - Charcoal Grey - L / Charcoal Grey - L / Charcoal Grey,0,1,9,4490.999805
Solid Night Pant - Charcoal Grey - M / Charcoal Grey - M / Charcoal Grey,0,1,7,3493.000098
Solid Night Pant - Charcoal Grey - S / Charcoal Grey - S / Charcoal Grey,0,0,3,1497.000034
Solid Night Pant - Charcoal Grey - XL / Charcoal Grey - XL / Charcoal Grey,0,0,13,6486.999961
Solid Night Pant - Cherry berry - 2XL / Cherry berry - 2XL / Cherry berry,0,0,21,10478.999733
Solid Night Pant - Cherry berry - L / Cherry berry - L / Cherry berry,0,0,8,3991.999823
Solid Night Pant - Cherry berry - S / Cherry berry - S / Cherry berry,0,0,1,499.000006
Solid Night Pant - Cherry berry - XL / Cherry berry - XL / Cherry berry,0,0,12,5987.999981
Solid Night Pant - Deep navy - 2XL / Deep navy - 2XL / Deep navy,0,5,28,13971.999986
Solid Night Pant - Deep navy - L / Deep navy - L / Deep navy,0,0,14,6985.999893
Solid Night Pant - Deep navy - M / Deep navy - M / Deep navy,0,0,7,3492.999913
Solid Night Pant - Deep navy - S / Deep navy - S / Deep navy,0,0,3,1497.000079
Solid Night Pant - Deep navy - XL / Deep navy - XL / Deep navy,0,1,16,7984.000087
Solid Night Pant - Grey Melange - 2XL / Grey Melange - 2XL / Grey Melange,0,5,6,2993.999993
Solid Night Pant - Grey Melange - L / Grey Melange - L / Grey Melange,0,0,6,2994.000095
Solid Night Pant - Grey Melange - S / Grey Melange - S / Grey Melange,0,0,2,997.999985
Solid Night Pant - Grey Melange - XL / Grey Melange - XL / Grey Melange,0,0,8,3991.999849
Solid Night Shorts - Black - 2XL / Black - 2XL / Black,0,1,9,2691.000066
Solid Night Shorts - Black - L / Black - L / Black,0,1,5,1495.000001
Solid Night Shorts - Black - M / Black - M / Black,0,0,3,897.000077
Solid Night Shorts - Black - S / Black - S / Black,0,0,2,597.999952
Solid Night Shorts - Black - XL / Black - XL / Black,0,0,5,1495.000006
Solid Night Shorts - Black - XS / Black - XS / Black,0,0,4,1195.999939
Solid Night Shorts - Charcoal Grey - 2XL / Charcoal Grey - 2XL / Charcoal Grey,0,0,6,1793.999987
Solid Night Shorts - Charcoal Grey - L / Charcoal Grey - L / Charcoal Grey,0,0,2,598.000019
Solid Night Shorts - Charcoal Grey - M / Charcoal Grey - M / Charcoal Grey,0,0,1,299.000026
Solid Night Shorts - Charcoal Grey - S / Charcoal Grey,0,3,0,0
Solid Night Shorts - Charcoal Grey - S / Charcoal Grey - S / Charcoal Grey,0,0,2,597.999988
Solid Night Shorts - Charcoal Grey - XL / Charcoal Grey - XL / Charcoal Grey,0,0,1,298.999962
Solid Night Shorts - Cherry Berry - 2XL / Cherry Berry - 2XL / Cherry Berry,0,0,10,2990.000006
Solid Night Shorts - Cherry Berry - L / Cherry Berry - L / Cherry Berry,0,3,6,1794.000047
Solid Night Shorts - Cherry Berry - M / Cherry Berry - M / Cherry Berry,0,0,2,598.000029
Solid Night Shorts - Cherry Berry - S / Cherry Berry - S / Cherry Berry,0,0,1,298.999975
Solid Night Shorts - Cherry Berry - XL / Cherry Berry - XL / Cherry Berry,0,0,2,598.000002
Solid Night Shorts - Deep Navy - 2XL / Deep Navy - 2XL / Deep Navy,0,0,12,3588.000069
Solid Night Shorts - Deep Navy - L / Deep Navy - L / Deep Navy,0,0,3,896.999994
Solid Night Shorts - Deep Navy - M / Deep Navy - M / Deep Navy,0,0,5,1495.000038
Solid Night Shorts - Deep Navy - S / Deep Navy - S / Deep Navy,0,0,2,597.999999
Solid Night Shorts - Deep Navy - XL / Deep Navy - XL / Deep Navy,0,0,2,598.000002
Solid Night Shorts - Deep Navy - XS / Deep Navy - XS / Deep Navy,0,0,1,299.000031
Solid Night Shorts - Light Grey - 2XL / Light Grey - 2XL / Light Grey,0,0,5,1494.99999
Solid Night Shorts - Light Grey - L / Light Grey - L / Light Grey,0,0,3,896.999962
Solid Night Shorts - Light Grey - M / Light Grey - M / Light Grey,0,0,1,299.000018
Solid Night Shorts - Light Grey - S / Light Grey - S / Light Grey,0,0,1,298.999975
Solid Night Shorts - Light Grey - XL / Light Grey - XL / Light Grey,0,0,1,298.999962
Solid Night Shorts - Light Grey - XS / Light Grey - XS / Light Grey,0,0,1,298.999981
Solid Pant Co-ord - Charcoal Grey - L / Charcoal Grey - L / Charcoal Grey,0,0,2,1997.999986
Solid Pant Co-ord - Charcoal Grey - S / Charcoal Grey - S / Charcoal Grey,0,0,1,998.999992
Solid Pant Co-ord - Charcoal Grey - XL / Charcoal Grey,0,3,0,0
Solid Pant Co-ord - Charcoal Grey - XL / Charcoal Grey - XL / Charcoal Grey,0,0,1,999.000004
Solid Pant Co-ord - Charcoal Grey - XS / Charcoal Grey - XS / Charcoal Grey,0,0,1,998.999995
Solid Pant Co-ord - Deep Navy - L / Deep Navy - L / Deep Navy,0,0,4,3996.000021
Solid Pant Co-ord - Deep Navy - S / Deep Navy - S / Deep Navy,0,0,2,1998.00003
Solid Pant Co-ord - Deep Navy - XL / Deep Navy - XL / Deep Navy,0,0,1,999.000009
Solid Pant Co-ord - Deep Navy - XS / Deep Navy - XS / Deep Navy,0,0,2,1998.000029
Solid Pant Co-ord - Mauve Wood - L / Mauve Wood - L / Mauve Wood,0,0,4,3996.000038
Solid Pant Co-ord - Mauve Wood - M / Mauve Wood - M / Mauve Wood,0,0,2,1998.000013
Solid Pant Co-ord - Mauve Wood - S / Mauve Wood - S / Mauve Wood,0,0,1,998.999992
Solid Pant Co-ord - Mauve Wood - XL / Mauve Wood - XL / Mauve Wood,0,0,1,999.000032
Solid Pant Co-ord - Mauve Wood - XS / Mauve Wood - XS / Mauve Wood,0,0,1,999.000034
Solid Sports Bra - Carbon Black - 2XL / Carbon Black - 2XL / Carbon Black,0,1,2,697.999965
Solid Sports Bra - Carbon Black - L / Carbon Black - L / Carbon Black,0,0,2,698.000013
Solid Sports Bra - Carbon Black - M / Carbon Black - M / Carbon Black,0,0,1,348.999962
Solid Sports Bra - Carbon Black - S / Carbon Black - S / Carbon Black,0,2,1,349.00001
Solid Sports Bra - Carbon Black - XL / Carbon Black - XL / Carbon Black,0,0,1,348.999983
Solid Sports Bra - Light Grey - 2XL / Light Grey - 2XL / Light Grey,0,1,2,697.999965
Solid Sports Bra - Light Grey - L / Light Grey - L / Light Grey,0,1,1,348.999969
Solid Sports Bra - Light Grey - M / Light Grey - M / Light Grey,0,0,1,348.999962
Solid Sports Bra - Light Grey - XL / Light Grey - XL / Light Grey,0,1,0,0
Solid Sports Bra - Pearl White - L / Pearl White - L / Pearl White,0,0,2,698.000008
Solid Sports Bra - Pearl White - M / Pearl White - M / Pearl White,0,0,1,348.999983
Solid Sports Bra - Pearl White - S / Pearl White - S / Pearl White,0,0,1,349.00001
Solid Sports Bra - Pearl White - XL / Pearl White - XL / Pearl White,0,2,2,697.999954
Solid Sports Bra - Skin - 2XL / Skin - 2XL / Skin,0,0,2,697.999959
Solid Sports Bra - Skin - L / Skin - L / Skin,0,1,3,1046.999985
Solid Sports Bra - Skin - M / Skin - M / Skin,0,0,1,348.999962
Solid Sports Bra - Skin - S / Skin - S / Skin,0,0,4,1396.000129
Solid Sports Bra - Skin - XL / Skin - XL / Skin,0,0,3,1046.999959
Solid Wide Leg Palazzo - Anthrazite Grey - 2XL / Anthrazite Grey - 2XL / Anthrazite Grey,0,1,24,15575.999953
Solid Wide Leg Palazzo - Anthrazite Grey - L / Anthrazite Grey - L / Anthrazite Grey,0,0,6,3893.999998
Solid Wide Leg Palazzo - Anthrazite Grey - M / Anthrazite Grey - M / Anthrazite Grey,0,0,5,3245.000055
Solid Wide Leg Palazzo - Anthrazite Grey - S / Anthrazite Grey - S / Anthrazite Grey,0,0,1,648.999957
Solid Wide Leg Palazzo - Anthrazite Grey - XL / Anthrazite Grey - XL / Anthrazite Grey,0,0,6,3893.999947
Solid Wide Leg Palazzo - Bubble Gum - 2XL / Bubble Gum - 2XL / Bubble Gum,0,0,6,3893.999996
Solid Wide Leg Palazzo - Bubble Gum - L / Bubble Gum - L / Bubble Gum,0,0,4,2596.000044
Solid Wide Leg Palazzo - Bubble Gum - M / Bubble Gum - M / Bubble Gum,0,0,5,3245.00013
Solid Wide Leg Palazzo - Bubble Gum - XL / Bubble Gum - XL / Bubble Gum,0,0,15,9734.999988
Solid Wide Leg Palazzo - Butter Scotch - 2XL / Butter Scotch - 2XL / Butter Scotch,0,2,62,40237.99997
Solid Wide Leg Palazzo - Butter Scotch - L / Butter Scotch - L / Butter Scotch,0,2,22,14278.000088
Solid Wide Leg Palazzo - Butter Scotch - M / Butter Scotch - M / Butter Scotch,0,0,11,7139.00004
Solid Wide Leg Palazzo - Butter Scotch - S / Butter Scotch - S / Butter Scotch,0,0,5,3245.000159
Solid Wide Leg Palazzo - Butter Scotch - XL / Butter Scotch - XL / Butter Scotch,0,1,30,19469.999989
Solid Wide Leg Palazzo - Caramel Custard - 2XL / Caramel Custard - 2XL / Caramel Custard,0,2,18,11681.99998
Solid Wide Leg Palazzo - Caramel Custard - L / Caramel Custard - L / Caramel Custard,0,0,10,6490.000007
Solid Wide Leg Palazzo - Caramel Custard - M / Caramel Custard - M / Caramel Custard,0,0,5,3245.000104
Solid Wide Leg Palazzo - Caramel Custard - S / Caramel Custard - S / Caramel Custard,0,0,1,649.00002
Solid Wide Leg Palazzo - Caramel Custard - XL / Caramel Custard - XL / Caramel Custard,0,0,9,5840.99994
Solid Wide Leg Palazzo - Carbon Black - 2XL / Carbon Black - 2XL / Carbon Black,0,6,102,66198.000527
Solid Wide Leg Palazzo - Carbon Black - L / Carbon Black - L / Carbon Black,0,0,35,22715.000249
Solid Wide Leg Palazzo - Carbon Black - M / Carbon Black - M / Carbon Black,0,2,28,18172.000088
Solid Wide Leg Palazzo - Carbon Black - S / Carbon Black - S / Carbon Black,0,4,24,15576.000196
Solid Wide Leg Palazzo - Carbon Black - XL / Carbon Black - XL / Carbon Black,0,4,59,38290.999848
Solid Wide Leg Palazzo - Fiery Orange - 2XL / Fiery Orange - 2XL / Fiery Orange,0,0,2,1298.000024
Solid Wide Leg Palazzo - Fiery Orange - L / Fiery Orange - L / Fiery Orange,0,0,5,3244.999985
Solid Wide Leg Palazzo - Fiery Orange - M / Fiery Orange - M / Fiery Orange,0,0,5,3244.999954
Solid Wide Leg Palazzo - Fiery Orange - S / Fiery Orange - S / Fiery Orange,0,0,1,648.999991
Solid Wide Leg Palazzo - Fiery Orange - XL / Fiery Orange - XL / Fiery Orange,0,0,3,1946.999989
Solid Wide Leg Palazzo - Grape Vine - 2XL / Grape Vine - 2XL / Grape Vine,0,0,28,18171.99991
Solid Wide Leg Palazzo - Grape Vine - L / Grape Vine - L / Grape Vine,0,0,11,7138.999991
Solid Wide Leg Palazzo - Grape Vine - M / Grape Vine - M / Grape Vine,0,1,4,2595.999993
Solid Wide Leg Palazzo - Grape Vine - S / Grape Vine - S / Grape Vine,0,0,3,1947.000001
Solid Wide Leg Palazzo - Grape Vine - XL / Grape Vine - XL / Grape Vine,0,0,21,13629.000033
Solid Wide Leg Palazzo - Ink Blue - 2XL / Ink Blue - 2XL / Ink Blue,0,0,4,2596.00004
Solid Wide Leg Palazzo - Ink Blue - M / Ink Blue - M / Ink Blue,0,0,2,1298.000041
Solid Wide Leg Palazzo - Lip Stick - 2XL / Lip Stick - 2XL / Lip Stick,0,0,15,9735.000178
Solid Wide Leg Palazzo - Lip Stick - L / Lip Stick - L / Lip Stick,0,0,4,2596
Solid Wide Leg Palazzo - Lip Stick - M / Lip Stick - M / Lip Stick,0,0,4,2596.000031
Solid Wide Leg Palazzo - Lip Stick - S / Lip Stick - S / Lip Stick,0,0,3,1947.000044
Solid Wide Leg Palazzo - Lip Stick - XL / Lip Stick - XL / Lip Stick,0,0,9,5840.999971
Solid Wide Leg Palazzo - Lucky Bamboo - 2XL / Lucky Bamboo - 2XL / Lucky Bamboo,0,0,15,9735.000114
Solid Wide Leg Palazzo - Lucky Bamboo - L / Lucky Bamboo - L / Lucky Bamboo,0,0,4,2596.000036
Solid Wide Leg Palazzo - Lucky Bamboo - M / Lucky Bamboo - M / Lucky Bamboo,0,0,2,1298.000028
Solid Wide Leg Palazzo - Lucky Bamboo - XL / Lucky Bamboo - XL / Lucky Bamboo,0,0,3,1946.999992
Solid Wide Leg Palazzo - Mehandi Maroon - 2XL / Mehandi Maroon - 2XL / Mehandi Maroon,0,1,20,12980.000072
Solid Wide Leg Palazzo - Mehandi Maroon - L / Mehandi Maroon - L / Mehandi Maroon,0,0,8,5191.999975
Solid Wide Leg Palazzo - Mehandi Maroon - M / Mehandi Maroon - M / Mehandi Maroon,0,0,5,3245.000018
Solid Wide Leg Palazzo - Mehandi Maroon - S / Mehandi Maroon - S / Mehandi Maroon,0,0,5,3245.00005
Solid Wide Leg Palazzo - Mehandi Maroon - XL / Mehandi Maroon - XL / Mehandi Maroon,0,1,15,9735.000023
Solid Wide Leg Palazzo - Navy Ribbon - 2XL / Navy Ribbon - 2XL / Navy Ribbon,0,0,19,12330.999984
Solid Wide Leg Palazzo - Navy Ribbon - L / Navy Ribbon - L / Navy Ribbon,0,0,11,7139.000011
Solid Wide Leg Palazzo - Navy Ribbon - M / Navy Ribbon - M / Navy Ribbon,0,0,7,4542.999915
Solid Wide Leg Palazzo - Navy Ribbon - S / Navy Ribbon - S / Navy Ribbon,0,0,4,2595.999981
Solid Wide Leg Palazzo - Navy Ribbon - XL / Navy Ribbon - XL / Navy Ribbon,0,0,26,16873.999938
Solid Wide Leg Palazzo - Pearl White - 2XL / Pearl White - 2XL / Pearl White,0,4,89,57761.000722
Solid Wide Leg Palazzo - Pearl White - L / Pearl White - L / Pearl White,0,0,38,24662.000099
Solid Wide Leg Palazzo - Pearl White - M / Pearl White - M / Pearl White,0,0,23,14927.000153
Solid Wide Leg Palazzo - Pearl White - S / Pearl White - S / Pearl White,0,1,17,11032.999985
Solid Wide Leg Palazzo - Pearl White - XL / Pearl White - XL / Pearl White,0,3,41,26609.000147
Solid Wide Leg Palazzo - Pink Paradise - 2XL / Pink Paradise - 2XL / Pink Paradise,0,0,16,10384.000191
Solid Wide Leg Palazzo - Pink Paradise - M / Pink Paradise - M / Pink Paradise,0,0,2,1298.000017
Solid Wide Leg Palazzo - Pink Paradise - S / Pink Paradise - S / Pink Paradise,0,0,1,649.000039
Solid Wide Leg Palazzo - Pink Paradise - XL / Pink Paradise - XL / Pink Paradise,0,0,3,1947.000003
Solid Wide Leg Palazzo - Pool Side - 2XL / Pool Side - 2XL / Pool Side,0,0,9,5841.00001
Solid Wide Leg Palazzo - Pool Side - L / Pool Side - L / Pool Side,0,0,8,5192.000014
Solid Wide Leg Palazzo - Pool Side - M / Pool Side - M / Pool Side,0,0,4,2596.000001
Solid Wide Leg Palazzo - Pool Side - XL / Pool Side - XL / Pool Side,0,0,2,1297.999976
Solid Wide Leg Palazzo - Sweet Corn - 2XL / Sweet Corn - 2XL / Sweet Corn,0,0,8,5191.999934
Solid Wide Leg Palazzo - Sweet Corn - M / Sweet Corn - M / Sweet Corn,0,0,2,1298.000034
Solid Wide Leg Palazzo - Sweet Corn - S / Sweet Corn - S / Sweet Corn,0,0,2,1298.000023
Solid Wide Leg Palazzo - Sweet Corn - XL / Sweet Corn - XL / Sweet Corn,0,0,10,6490.000031
Solid Wide Leg Palazzo - Vapour Violet - 2XL / Vapour Violet - 2XL / Vapour Violet,0,0,7,4543.000028
Solid Wide Leg Palazzo - Vapour Violet - L / Vapour Violet - L / Vapour Violet,0,0,1,649.000006
Solid Wide Leg Palazzo - Vapour Violet - M / Vapour Violet - M / Vapour Violet,0,0,1,649.000013
Solid Wide Leg Palazzo - Vapour Violet - XL / Vapour Violet - XL / Vapour Violet,0,0,5,3244.999994
Solid Wrinkle Dress - Black - 2XL / Black - 2XL / Black,0,0,1,598.999988
Solid Wrinkle Dress - Black - 3XL / Black - 3XL / Black,0,0,1,599.000001
Solid Wrinkle Dress - Black - L / Black - L / Black,0,0,1,599.000009
Solid Wrinkle Dress - Black - S / Black - S / Black,0,0,2,1197.999982
Solid Wrinkle Dress - Black - XS / Black - XS / Black,0,0,1,599.000014
Solid Wrinkle Dress - Bottle Green - 2XL / Bottle Green - 2XL / Bottle Green,0,0,1,598.999983
Solid Wrinkle Dress - Bottle Green - L / Bottle Green - L / Bottle Green,0,0,1,598.999977
Solid Wrinkle Dress - Bottle Green - XL / Bottle Green - XL / Bottle Green,0,0,1,599.000026
Solid Wrinkle Dress - Grape Vine - 3XL / Grape Vine - 3XL / Grape Vine,0,0,1,598.999962
Solid Wrinkle Dress - Grape Vine - L / Grape Vine - L / Grape Vine,0,0,1,599.000028
Solid Wrinkle Dress - Grape Vine - XS / Grape Vine - XS / Grape Vine,0,0,1,599.000018
Solid Wrinkle Dress - Spanish Rose - XL / Spanish Rose - XL / Spanish Rose,0,0,2,1197.999924
Space Printed Co-ord Set - Maritime Blue - S / Maritime Blue - S / Maritime Blue,0,0,1,999.000043
Spaghetti Cami With Adjuster - Black - M / Carbon Black - M / Carbon Black,0,0,1,229.000023
Spaghetti Cami With Adjuster - Black - S / Carbon Black - S / Carbon Black,0,1,4,916.000089
Spaghetti Cami With Adjuster - Black - XL / Carbon Black - XL / Carbon Black,0,3,1,228.999974
Spaghetti Cami With Adjuster - Natural Skin - M / Natural Skin - M / Natural Skin,0,0,2,458.000074
Spaghetti Cami With Adjuster - Natural Skin - XL / Natural Skin - XL / Natural Skin,0,1,5,1144.999931
Spaghetti Cami With Adjuster - Pearl White - L / Pearl White - L / Pearl White,0,0,2,457.999979
Spaghetti Cami With Adjuster - Pearl White - M / Pearl White - M / Pearl White,0,0,1,228.999994
Spaghetti Cami With Adjuster - Pearl White - S / Pearl White - S / Pearl White,0,0,1,228.999982
Spaghetti Cami With Adjuster - Pearl White - XL / Pearl White - XL / Pearl White,0,0,3,686.999952
Star Printed Night Pants - Blue - S / Blue - S / Blue,0,0,1,599.000027
Star Printed Night Pants - Blue - XL / Blue - XL / Blue,0,0,5,2995.000032
Star Printed Night Pants - Blue - XS / Blue - XS / Blue,0,0,1,598.999976
Straight Fit Saree Shaper - Black Pearl - 2XL / Black Pearl / Regular - Upto 5'4 - 2XL / Black Pearl,0,0,8,6391.999955
Straight Fit Saree Shaper - Black Pearl - 3XL / Black Pearl / Regular - Upto 5'4 - 3XL / Black Pearl,0,1,2,1597.999987
Straight Fit Saree Shaper - Black Pearl - L / Black Pearl / Regular - Upto 5'4 - L / Black Pearl / R,0,2,9,7190.999946
Straight Fit Saree Shaper - Black Pearl - M / Black Pearl / Regular - Upto 5'4 - M / Black Pearl / R,0,0,6,4793.999913
Straight Fit Saree Shaper - Black Pearl - S / Black Pearl / Regular - Upto 5'4 - S / Black Pearl / R,0,0,5,3994.99996
Straight Fit Saree Shaper - Black Pearl - XL / Black Pearl / Regular - Upto 5'4 - XL / Black Pearl /,0,0,7,5592.999984
Straight Fit Saree Shaper - Glam Pink - 2XL / Glam Pink - 2XL / Glam Pink,0,0,2,1597.999975
Straight Fit Saree Shaper - Glam Pink - 3XL / Glam Pink - 3XL / Glam Pink,0,1,4,3196.000063
Straight Fit Saree Shaper - Glam Pink - L / Glam Pink - L / Glam Pink,0,0,7,5593.000099
Straight Fit Saree Shaper - Glam Pink - M / Glam Pink - M / Glam Pink,0,0,4,3196.000008
Straight Fit Saree Shaper - Glam Pink - S / Glam Pink - S / Glam Pink,0,0,3,2397.000037
Straight Fit Saree Shaper - Glam Pink - XL / Glam Pink - XL / Glam Pink,0,0,5,3995.000024
Straight Fit Saree Shaper - Gold Dust - 2XL / Gold Dust - 2XL / Gold Dust,0,0,6,4794.000087
Straight Fit Saree Shaper - Gold Dust - 3XL / Gold Dust - 3XL / Gold Dust,0,0,1,799.000016
Straight Fit Saree Shaper - Gold Dust - L / Gold Dust - L / Gold Dust,0,1,5,3995.000049
Straight Fit Saree Shaper - Gold Dust - M / Gold Dust - M / Gold Dust,0,0,4,3196.000041
Straight Fit Saree Shaper - Gold Dust - S / Gold Dust - S / Gold Dust,0,0,3,2396.999949
Straight Fit Saree Shaper - Gold Dust - XL / Gold Dust - XL / Gold Dust,0,0,5,3995.000058
Straight Fit Saree Shaper - Gold Mine - 2XL / Gold Mine - 2XL / Gold Mine,0,1,16,12784.000161
Straight Fit Saree Shaper - Gold Mine - 3XL / Gold Mine - 3XL / Gold Mine,0,0,6,4793.999948
Straight Fit Saree Shaper - Gold Mine - L / Gold Mine - L / Gold Mine,0,0,10,7989.999926
Straight Fit Saree Shaper - Gold Mine - M / Gold Mine - M / Gold Mine,0,0,6,4794.000057
Straight Fit Saree Shaper - Gold Mine - S / Gold Mine - S / Gold Mine,0,0,5,3995.000015
